Date,ACS,ACX,AMS,ANA,BBVA,BKT,CABK,COL,ELE,ENG,FDR,FER,GRF,IAG,IBE,IDR,ITX,LOG,MAP,MRL,MTS,NTGY,RED,REP,ROVI,SAB,SAN,SCYR,SLR,TEF
2025-01-02,0.0090535314542733,0.0062144600115634,0.006430926185405,0.0235305526532758,-0.0140967696353737,-0.0057971373512585,-0.0095694876959328,0.0019139200223936,0.0114123813127154,0.0050293836508282,0.0050420627099721,0.0063835753026441,0.0274460320345334,0.0079769487168069,0.0182059560177963,0.0064159221203619,0.0121965046382701,0.0054458899733882,0.0097324084539076,-0.0029398048482527,0.0031145606327934,0.015973402314438,0.0102133709296298,0.002955446373425,0.0102082006790102,-0.0050931764014642,-0.0106179542671143,0.0056092037111263,0.0400176278125334,0.0105767932651682
2025-01-03,-0.0078077460027006,-0.0005169412750834,-0.0176787833330609,0.0088496152769826,0.0021486368280024,-0.0031670873172649,0.0,-0.0095694876959329,-0.0051996668505443,-0.0100671898550222,-0.0092476200730927,-0.0083435168164781,-0.010794923091995,-0.016807148126984,0.0124407076001409,0.0189063154911626,-0.0043921256478111,-0.0006767699170647,0.0,-0.0009789749908109,-0.0397040897980684,0.0041614867622931,-0.0072726945939671,-0.0042034690573152,-0.0164902902014764,0.0029557774760025,-0.00034099669349,-0.0049658799784991,0.0118554356521191,-0.0077743088009236
2025-01-06,-0.0069916007291504,0.010711609145036,0.0055890312282617,-0.0096959637235656,0.0382852072698052,0.0122797545483466,0.0170362160620785,-0.0124941665492969,0.0082344897541051,-0.0016877222782729,0.0058749388488704,0.0014709827303056,0.0134823304391137,-0.0047479379555065,0.0076350485764687,-0.0073759805678305,0.0130462390099978,-0.0006745517294899,0.0008048666223511,-0.0039215698032707,0.0027907633597071,-0.0083542991528584,-0.0024390814810138,0.0037523558848903,-0.0126184520009126,0.0327382906809259,0.0267277295753112,-0.0174350599732075,-0.0555027859891926,-0.0073002323235076
2025-01-07,-0.0178243187399258,0.0,-0.0008796006929683,-0.003552415083523,0.0132532432872677,-0.0002596202823457,0.0,0.0,0.0052998776137329,0.0084317048155662,-0.0158800271127394,-0.005393521674086,0.0010410490464079,0.0195679660996081,-0.0069053711316524,0.0090141369467685,0.0039416835394238,0.0,0.0048230983105072,0.0019230298143473,0.001877006998341,-0.0008406284835974,-0.0018331065149279,-0.0016862992077094,0.000789565583287,0.0038785065058187,0.014360297851012,-0.006903019478677,-0.0043545755592538,-0.0060991114226377
2025-01-08,0.005404339342187,-0.0127260559010311,-0.0002954404501096,-0.0161728182249663,0.002021882751325,0.0126469683715292,0.0178376558326841,-0.001934280822476,0.010546565492938,0.0075345818888248,-0.0033927055753016,-0.0024576637464052,-0.018094321833188,-0.0002721261477852,0.0018285301829429,0.0044717750409408,-0.002758610412425,0.00939606526386,0.0120049348722312,0.0048286130169996,-0.0080094694789535,0.0008428343587639,0.0067217247819461,-0.007180604239605,0.0180043649370401,0.0229543749674315,-0.0061088612554388,-0.0031416898483505,0.0,0.0035787203778519
2025-01-09,0.0103499161487013,-0.012903404835908,0.0070012442827861,0.0018165032334955,0.0196025512964022,0.0373309427457367,0.0394621231241097,0.0019436797020839,0.0128603130782914,-0.0025114900216725,0.0326799374864416,0.0132452490581913,-0.0225753226147146,0.0148510432618743,0.0003639755850956,0.0061060758174622,0.0165749686292471,0.0060180825594927,0.0166209026684737,0.0028721640116112,0.0132326496702906,0.0100925908753401,-0.0012195402870574,0.0158933111436598,-0.0283484030730893,0.0188424229945754,0.0108917934272396,0.0056586526086837,-0.0006263845357487,0.0017891301010302
2025-01-10,-0.0249493347140563,-0.0031153385828528,-0.0141641821171313,-0.0351562857205274,-0.0058204442980595,-0.0014866310819783,0.0021284300158261,-0.0275337633780064,-0.0225267721582372,-0.0102478128970686,-0.0259103054589515,-0.0317486682719164,-0.0144675885298376,0.0093471332016534,-0.0228773789032685,-0.0055432726024181,-0.019747877370925,-0.0147653867505262,-0.0214209454540349,-0.026227871140261,0.0088270273024447,-0.0307454284561191,-0.0235014567900619,0.0072946078030872,0.0063191605333949,0.0089596856065697,-0.002514048826489,-0.0233966158934971,0.00125081054769,-0.0038387421101795
2025-01-13,-0.0008456853817454,-0.0041472285395274,-0.0038218792120958,-0.0047058910374127,0.0252052007710792,0.0242346310939768,0.010932973406664,-0.0186403056910392,0.0033955742352165,0.009413818533332,-0.0163303658660241,0.0010121689898543,-0.0307302608255364,-0.0301612483969911,0.0057262845846424,-0.0072768902011704,-0.0152179055758717,-0.0020208651805209,0.0128207141471117,-0.0189911286719618,0.0110958036143368,0.0112409410015164,0.0043791529421691,0.0084388204256131,-0.070694986560217,0.0225721071985949,0.0111781199896275,-0.0077121744508103,-0.0396217885256544,0.0041046219759154
2025-01-14,-0.0059121535318286,-0.0150066987508226,-0.0153531343172753,0.0,0.0043594232563228,0.0209974882997853,0.0097527340170787,-0.008802027413014,-0.0019379370170411,-0.006791191255305,-0.0025651773391225,-0.0182652821324401,0.017461842506522,0.0002733162604803,-0.0015226845283232,-0.0028081588913439,0.0036533489691107,-0.0067659516076977,0.0031696283539614,0.019418067876816,-0.0096000318753763,-0.0008609754366461,-0.0012492479749428,-0.0136172187050253,-0.0170944333593,0.0091369011557006,0.0120224195920722,-0.0078637135258996,-0.0300087766341251,0.0007667785583493
2025-01-15,0.0054725104011257,0.0154641866725449,0.0002986802537294,0.0381517387651083,0.0043321441635002,-0.0062335428086099,-0.017835716350581,0.0222124531270096,0.009661855714007,-0.0050847113765079,0.0313452083748794,0.0025477332028398,-0.0024447520375182,0.0296118255363567,0.0087072838568851,0.0011255182532255,0.0186696244839831,-0.0013531466073784,0.019418067876816,0.0439117082510168,0.0262577305867,0.0077021518419742,-0.0012531616750179,-0.0051020876733959,0.0213227694688212,0.0052494305431303,0.0124579344518476,0.0175385791110893,0.0551422110667837,0.0121551502288271
